s3_url	count_id	case_id	aliquot_id
s3://htseq_results/dbebc784-425a-4946-b5e1-cb43c349c398/dbebc784-425a-4946-b5e1-cb43c349c398.htseq.counts.gz	dbebc784-425a-4946-b5e1-cb43c349c398	3bc7026f-73f2-418b-bd62-f4768582b790	84c8990e-7656-4c48-8e5a-b03e2013013d
s3://htseq_results/f326a1fb-da0a-455b-8d52-c79c40274549/f326a1fb-da0a-455b-8d52-c79c40274549.htseq.counts.gz	f326a1fb-da0a-455b-8d52-c79c40274549	0fe909ea-d52c-4b71-816f-57f62d4a5744	ed7e5789-ce06-4213-beda-f0892b103ce4
s3://htseq_results/186b83bd-ec3f-42b4-ba91-d86c9618d5e3/186b83bd-ec3f-42b4-ba91-d86c9618d5e3.htseq.counts.gz	186b83bd-ec3f-42b4-ba91-d86c9618d5e3	345aef28-d49b-491b-a337-b1ac55c37d35	dc3f6cbd-8bf0-4b8e-bce8-eada0768499d
s3://htseq_results/daefaee3-eb0e-4cf8-8807-f544128345e7/daefaee3-eb0e-4cf8-8807-f544128345e7.htseq.counts.gz	daefaee3-eb0e-4cf8-8807-f544128345e7	4b22ad71-c585-4077-ad3c-c6e026d0c7fa	109f2b77-1742-4afa-bcba-b763746fe080
s3://htseq_results/6581cbc8-465e-4c0e-bac7-bdffefec92eb/6581cbc8-465e-4c0e-bac7-bdffefec92eb.htseq.counts.gz	6581cbc8-465e-4c0e-bac7-bdffefec92eb	17e09b0d-eab2-40ec-ae3c-be9ab63fcef0	6b636016-1b27-4977-8632-85ce773f7db9
s3://htseq_results/2ef45476-2bea-4b74-9d97-a33898386d5e/2ef45476-2bea-4b74-9d97-a33898386d5e.htseq.counts.gz	2ef45476-2bea-4b74-9d97-a33898386d5e	42d208bd-cd77-4bfb-ad53-9fc072a87393	f8d65338-5f5e-4cf5-a119-25faf54453d4
s3://htseq_results/4fb80022-8f80-4992-b1aa-0f678c941878/4fb80022-8f80-4992-b1aa-0f678c941878.htseq.counts.gz	4fb80022-8f80-4992-b1aa-0f678c941878	54254f5a-50e8-4150-a9b7-56a0470d2a56	274a99f3-1b61-48f3-afab-11088c63f488
s3://htseq_results/b2bd3b9d-2380-47bb-a13d-a4e7a00d6740/b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz	b2bd3b9d-2380-47bb-a13d-a4e7a00d6740	50b2c647-aecd-4c81-af22-0d8116593552	15f243f1-05de-4750-9826-d80ddc97d739
s3://htseq_results/5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f/5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.htseq.counts.gz	5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f	383d1253-349f-43b3-bebd-9f1d1cf14b3d	53aaf8ed-546d-493a-bde3-bead91b7691f
s3://htseq_results/18f2c008-bb26-45fd-9e6c-a0d08fda6d48/18f2c008-bb26-45fd-9e6c-a0d08fda6d48.htseq.counts.gz	18f2c008-bb26-45fd-9e6c-a0d08fda6d48	2923e404-38f2-437a-b57e-23401fbe0273	87e51ccb-9ded-43c6-bb1a-a8a85d2d9fa6
s3://htseq_results/0d6ef3a0-0ac4-4898-a438-34bbbfde6341/0d6ef3a0-0ac4-4898-a438-34bbbfde6341.htseq.counts.gz	0d6ef3a0-0ac4-4898-a438-34bbbfde6341	c2a1de2e-6451-4c95-8ce6-263f2b7e6eff	aae03245-71cc-4081-87b6-925f96bee9ef
s3://htseq_results/0d7f880c-c4c5-4335-b49e-5f321f841840/0d7f880c-c4c5-4335-b49e-5f321f841840.htseq.counts.gz	0d7f880c-c4c5-4335-b49e-5f321f841840	996a0070-e9bf-4601-8ef7-60212108258d	f51ff2e2-bc0a-4cdd-b008-933a8f7fa8fc
s3://htseq_results/05d2b1e9-22a4-4369-b622-63846d672875/05d2b1e9-22a4-4369-b622-63846d672875.htseq.counts.gz	05d2b1e9-22a4-4369-b622-63846d672875	5f4934be-eee3-40e1-8838-38103badc898	225d40a7-eb72-4ee2-8a58-293a05df95e8
s3://htseq_results/12c4510a-fbad-4bff-97b5-846d4da395bd/12c4510a-fbad-4bff-97b5-846d4da395bd.htseq.counts.gz	12c4510a-fbad-4bff-97b5-846d4da395bd	ef42ae4c-a108-468e-beed-437cf3cf2962	81e8d16b-1a9b-4156-a438-07d89807f652
s3://htseq_results/b32ed1d3-c9f1-42c7-ad2a-32794591a839/b32ed1d3-c9f1-42c7-ad2a-32794591a839.htseq.counts.gz	b32ed1d3-c9f1-42c7-ad2a-32794591a839	54e90433-5218-4d83-848f-f995ecba2a63	52592aa6-979e-4671-bc5a-4c6d31c3e8e1
s3://htseq_results/c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d/c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d.htseq.counts.gz	c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d	e6e75590-9520-4b1c-8a28-4a1d2b2218fc	3163dcdb-7a0f-428d-94be-9fc140cca0ca
s3://htseq_results/d81394e3-a55e-4b85-b13d-e3fa1806c800/d81394e3-a55e-4b85-b13d-e3fa1806c800.htseq.counts.gz	d81394e3-a55e-4b85-b13d-e3fa1806c800	e16ca88f-488b-40f0-9169-e5a62482a2ff	4b5b01c8-6080-4354-af1d-20035f19f9fd
s3://htseq_results/d751b729-f6cf-4fdf-b55d-f82830f0b26c/d751b729-f6cf-4fdf-b55d-f82830f0b26c.htseq.counts.gz	d751b729-f6cf-4fdf-b55d-f82830f0b26c	33c71ead-4c2a-476d-85ef-885dbbfc2cbd	7d27cfbf-870f-45e8-80a9-7e3848f414dc
s3://htseq_results/15ba502e-9015-4666-9fb2-046692b22322/15ba502e-9015-4666-9fb2-046692b22322.htseq.counts.gz	15ba502e-9015-4666-9fb2-046692b22322	15f12d2c-b834-4bfc-b526-f03bf85bfe96	f7301b53-0d6b-47ea-a7c4-6191ed59d3cb
s3://htseq_results/b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e/b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e.htseq.counts.gz	b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e	a0e57b39-960e-4e46-8aa0-d0ee2fd9a7cc	fb59e5ad-650a-4620-af05-9e8cb6c402ea
s3://htseq_results/9c62a984-f89a-4838-af13-786468b293c1/9c62a984-f89a-4838-af13-786468b293c1.htseq.counts.gz	9c62a984-f89a-4838-af13-786468b293c1	6144d666-8f77-4efe-95f1-f9e5c4e5e056	2d452408-9d25-49e1-81db-542021eb28cb
s3://bioinformatics_scratch/52cf2038-62b5-4c57-b5b5-3f06c48a5f26/52cf2038-62b5-4c57-b5b5-3f06c48a5f26.htseq.counts.gz	52cf2038-62b5-4c57-b5b5-3f06c48a5f26	54a0e4d7-c274-4569-9c25-45bbe26d7f21	97a84c2b-7832-479c-8d01-a9ff610e7bf4
s3://htseq_results/ed610a8d-576a-4f6a-8259-01f9dd48b9d4/ed610a8d-576a-4f6a-8259-01f9dd48b9d4.htseq.counts.gz	ed610a8d-576a-4f6a-8259-01f9dd48b9d4	e7d30bc2-42e8-49c5-a5b3-9f58411b007a	8c957960-d5a3-4d07-a3aa-6c13b16fff0e
s3://htseq_results/3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c/3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.htseq.counts.gz	3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c	c6d78e27-e510-4f57-abae-19efa6105a8d	f338175a-fa1e-4b98-91e2-f4f0ee349e8e
s3://htseq_results/dfbd7fa2-381f-4d52-a997-8e9ec71f760f/dfbd7fa2-381f-4d52-a997-8e9ec71f760f.htseq.counts.gz	dfbd7fa2-381f-4d52-a997-8e9ec71f760f	12ccd581-a921-41bc-bcee-4e9be54532cc	4cc61cbe-fa79-499b-9fd5-9b454030154c
s3://bioinformatics_scratch/04b28f00-f45e-422b-aadc-32039ef6b63d/04b28f00-f45e-422b-aadc-32039ef6b63d.htseq.counts.gz	04b28f00-f45e-422b-aadc-32039ef6b63d	c4c1469d-752f-42b6-8686-714ad4a8ac97	b74b611d-7090-4beb-ae34-13086884a7e3
s3://htseq_results/61a895a1-f2c6-4213-86e2-b234b16786e6/61a895a1-f2c6-4213-86e2-b234b16786e6.htseq.counts.gz	61a895a1-f2c6-4213-86e2-b234b16786e6	793649e5-f479-4d64-8723-2ef488fe0fd9	83ca9e67-060b-45ec-9ea9-076a64ae8062
s3://htseq_results/5c688f5d-2627-4437-8902-f2d29c8d1d9b/5c688f5d-2627-4437-8902-f2d29c8d1d9b.htseq.counts.gz	5c688f5d-2627-4437-8902-f2d29c8d1d9b	a815619f-dbba-469f-a1f7-dfbd51cd86c5	717093f1-916b-4d01-a74c-18af938563c0
